product|familia|YEAR|MONTH|price_mean|Volumen|YearMonth
AGUACATE|FRUTAS|2018|11|2.573311204827586|2307827|2018-11
AGUACATE|FRUTAS|2018|12|2.9889776889615387|3023854|2018-12
AGUACATE|FRUTAS|2019|1|3.189122617576923|1778014|2019-1
AGUACATE|FRUTAS|2019|2|3.1169280324545454|2218919|2019-2
AGUACATE|FRUTAS|2019|3|2.609789859210526|3035380|2019-3
AGUACATE|FRUTAS|2019|4|3.0075172864615385|3063333|2019-4
AGUACATE|FRUTAS|2019|5|2.956608097705882|3777667|2019-5
AGUACATE|FRUTAS|2019|6|2.995267324333333|2840761|2019-6
AGUACATE|FRUTAS|2019|7|3.259072867304348|2584352|2019-7
AGUACATE|FRUTAS|2019|8|3.6804408963|2773224|2019-8
AGUACATE|FRUTAS|2019|9|3.5933037324166666|2215235|2019-9
AGUACATE|FRUTAS|2019|10|4.081433473|3091829|2019-10
AGUACATE|FRUTAS|2019|11|4.231177771266667|3292715|2019-11
AGUACATE|FRUTAS|2019|12|3.298871540965517|3613290|2019-12
AGUACATE|FRUTAS|2020|1|3.395887471|3092352|2020-1
AGUACATE|FRUTAS|2020|2|3.369350981681819|3362697|2020-2
AGUACATE|FRUTAS|2020|3|3.544435685111111|3271519|2020-3
AGUACATE|FRUTAS|2020|4|3.3909438133500003|3342077|2020-4
AGUACATE|FRUTAS|2020|5|3.1813296003750002|3908436|2020-5
AGUACATE|FRUTAS|2020|6|2.2342074265882355|4658766|2020-6
AGUACATE|FRUTAS|2020|7|2.0573641562631577|3791655|2020-7
AGUACATE|FRUTAS|2020|8|2.310317460222222|3039114|2020-8
AGUACATE|FRUTAS|2020|9|2.5425824177142857|3518757|2020-9
AGUACATE|FRUTAS|2020|10|2.7815546633846155|3975592|2020-10
AGUACATE|FRUTAS|2020|11|3.6484444095714283|4140309|2020-11
AJO|HORTALIZAS|2018|1|1.7535106148421054|902226|2018-1
AJO|HORTALIZAS|2018|2|1.7287713325833334|1021295|2018-2
AJO|HORTALIZAS|2018|3|1.8|1126126|2018-3
AJO|HORTALIZAS|2018|4|1.64734475|1091635|2018-4
AJO|HORTALIZAS|2018|5|1.6470510426666667|604551|2018-5
AJO|HORTALIZAS|2018|6|1.6792001649285715|315109|2018-6
AJO|HORTALIZAS|2018|7|1.6429166667142856|178086|2018-7
AJO|HORTALIZAS|2018|8|1.6039814730909092|371730|2018-8
AJO|HORTALIZAS|2018|9|1.6431372548823528|251659|2018-9
AJO|HORTALIZAS|2018|10|1.6|183525|2018-10
AJO|HORTALIZAS|2018|11|1.5957562174615385|238762|2018-11
AJO|HORTALIZAS|2018|12|1.681564625857143|212972|2018-12
AJO|HORTALIZAS|2019|1|3.9251960784333333|342005|2019-1
AJO|HORTALIZAS|2019|2|3.9195914904285716|294031|2019-2
AJO|HORTALIZAS|2019|3|3.30200030415625|321660|2019-3
AJO|HORTALIZAS|2019|4|3.194010230647059|297269|2019-4
AJO|HORTALIZAS|2019|5|2.95356488095|319531|2019-5
AJO|HORTALIZAS|2019|6|3.113597883583333|283125|2019-6
AJO|HORTALIZAS|2019|7|3.149011902027778|206136|2019-7
AJO|HORTALIZAS|2019|8|3.125|225155|2019-8
AJO|HORTALIZAS|2019|9|3.184193548387097|240020|2019-9
AJO|HORTALIZAS|2019|10|4.0679242424|362620|2019-10
AJO|HORTALIZAS|2019|11|3.739549751735294|575342|2019-11
AJO|HORTALIZAS|2019|12|3.4875897402647063|418565|2019-12
AJO|HORTALIZAS|2020|1|3.0314470106052633|377128|2020-1
AJO|HORTALIZAS|2020|2|3.213251685785714|387238|2020-2
AJO|HORTALIZAS|2020|3|3.13128653725|587830|2020-3
AJO|HORTALIZAS|2020|4|3.01946228625|789723|2020-4
AJO|HORTALIZAS|2020|5|3.11763891775|835918|2020-5
AJO|HORTALIZAS|2020|6|2.5981341575625|847826|2020-6
AJO|HORTALIZAS|2020|7|2.1303698837857143|619954|2020-7
AJO|HORTALIZAS|2020|8|2.3488493961666665|472846|2020-8
AJO|HORTALIZAS|2020|9|2.385012115142857|649312|2020-9
AJO|HORTALIZAS|2020|10|2.415801798222222|748272|2020-10
AJO|HORTALIZAS|2020|11|3.5008554402962964|637341|2020-11
AJOS SECO|HORTALIZAS|2018|1|1.7519089928333333|132961|2018-1
AJOS SECO|HORTALIZAS|2018|2|1.6|141718|2018-2
AJOS SECO|HORTALIZAS|2018|3|1.7384891264375|160957|2018-3
AJOS SECO|HORTALIZAS|2018|4|1.749225572529412|160329|2018-4
AJOS SECO|HORTALIZAS|2018|5|1.748133729076923|166613|2018-5
AJOS SECO|HORTALIZAS|2018|6|1.5793690476666666|132242|2018-6
AJOS SECO|HORTALIZAS|2018|7|1.5613373936|159344|2018-7
AJOS SECO|HORTALIZAS|2018|8|1.5706895647999999|202829|2018-8
AJOS SECO|HORTALIZAS|2018|9|1.55|110005|2018-9
AJOS SECO|HORTALIZAS|2018|10|1.6267508418|172251|2018-10
AJOS SECO|HORTALIZAS|2018|11|1.75|170152|2018-11
AJOS SECO|HORTALIZAS|2018|12|1.7361174242222224|191248|2018-12
AJOS SECO|HORTALIZAS|2019|1|1.505154512352941|202701|2019-1
AJOS SECO|HORTALIZAS|2019|2|1.5|179805|2019-2
AJOS SECO|HORTALIZAS|2019|3|1.5|211824|2019-3
AJOS SECO|HORTALIZAS|2019|4|1.5|221513|2019-4
AJOS SECO|HORTALIZAS|2019|5|1.90068724525|226449|2019-5
AJOS SECO|HORTALIZAS|2019|6|2.0|181270|2019-6
AJOS SECO|HORTALIZAS|2019|7|2.0324882986875|155337|2019-7
AJOS SECO|HORTALIZAS|2019|8|2.0160119047|127199|2019-8
AJOS SECO|HORTALIZAS|2019|9|2.257073365181818|154206|2019-9
AJOS SECO|HORTALIZAS|2019|10|2.4627558192|176114|2019-10
AJOS SECO|HORTALIZAS|2019|11|2.447828282818182|190661|2019-11
AJOS SECO|HORTALIZAS|2019|12|2.4772525715625|202255|2019-12
AJOS SECO|HORTALIZAS|2020|1|2.4042514374545454|269947|2020-1
AJOS SECO|HORTALIZAS|2020|2|2.243417437875|256687|2020-2
AJOS SECO|HORTALIZAS|2020|3|2.7468016894375|355607|2020-3
AJOS SECO|HORTALIZAS|2020|4|2.85|271849|2020-4
AJOS SECO|HORTALIZAS|2020|5|2.8664983165|245906|2020-5
AJOS SECO|HORTALIZAS|2020|6|2.9|238176|2020-6
AJOS SECO|HORTALIZAS|2020|7|2.7834271100000003|214956|2020-7
AJOS SECO|HORTALIZAS|2020|8|2.6317006802857144|217250|2020-8
AJOS SECO|HORTALIZAS|2020|9|2.674920634916667|225737|2020-9
AJOS SECO|HORTALIZAS|2020|10|2.7|228756|2020-10
AJOS SECO|HORTALIZAS|2020|11|2.7107619047|239400|2020-11
AJOS TIERNO|HORTALIZAS|2018|1|0.7242857144|167993|2018-1
AJOS TIERNO|HORTALIZAS|2018|2|0.6697758284444445|181190|2018-2
AJOS TIERNO|HORTALIZAS|2018|3|0.5747751322222222|189120|2018-3
AJOS TIERNO|HORTALIZAS|2018|4|0.6089891519230769|194524|2018-4
AJOS TIERNO|HORTALIZAS|2018|5|0.5964490342857143|208610|2018-5
AJOS TIERNO|HORTALIZAS|2018|6|0.5547619047777778|74653|2018-6
AJOS TIERNO|HORTALIZAS|2018|7|0.5708675515714285|42971|2018-7
AJOS TIERNO|HORTALIZAS|2018|8|0.55|41368|2018-8
AJOS TIERNO|HORTALIZAS|2018|9|0.6|37961|2018-9
AJOS TIERNO|HORTALIZAS|2018|10|0.6|92613|2018-10
AJOS TIERNO|HORTALIZAS|2018|11|0.6|140536|2018-11
AJOS TIERNO|HORTALIZAS|2018|12|0.5536317305|138052|2018-12
AJOS TIERNO|HORTALIZAS|2019|1|0.5973337267272727|177817|2019-1
AJOS TIERNO|HORTALIZAS|2019|2|0.6|208488|2019-2
AJOS TIERNO|HORTALIZAS|2019|3|0.6|210769|2019-3
AJOS TIERNO|HORTALIZAS|2019|4|0.6|210551|2019-4
AJOS TIERNO|HORTALIZAS|2019|5|0.6|188316|2019-5
AJOS TIERNO|HORTALIZAS|2019|6|0.6|48491|2019-6
AJOS TIERNO|HORTALIZAS|2019|7|0.6|45817|2019-7
AJOS TIERNO|HORTALIZAS|2019|8|0.6298245613333333|29222|2019-8
AJOS TIERNO|HORTALIZAS|2019|9|0.85|34933|2019-9
AJOS TIERNO|HORTALIZAS|2019|10|1.1386994948333333|75605|2019-10
AJOS TIERNO|HORTALIZAS|2019|11|1.2|139223|2019-11
AJOS TIERNO|HORTALIZAS|2019|12|1.2|141276|2019-12
AJOS TIERNO|HORTALIZAS|2020|1|0.8627551021428571|156638|2020-1
AJOS TIERNO|HORTALIZAS|2020|2|0.8|188108|2020-2
AJOS TIERNO|HORTALIZAS|2020|3|0.6097953216666666|185013|2020-3
AJOS TIERNO|HORTALIZAS|2020|4|0.48857142857142855|165674|2020-4
AJOS TIERNO|HORTALIZAS|2020|5|0.5926666666666667|170540|2020-5
AJOS TIERNO|HORTALIZAS|2020|6|0.75|61238|2020-6
AJOS TIERNO|HORTALIZAS|2020|7|0.75|43611|2020-7
AJOS TIERNO|HORTALIZAS|2020|8|0.75|33048|2020-8
AJOS TIERNO|HORTALIZAS|2020|9|0.75|46674|2020-9
AJOS TIERNO|HORTALIZAS|2020|10|0.75|84432|2020-10
AJOS TIERNO|HORTALIZAS|2020|11|0.75|144609|2020-11
ALBARICOQUE|FRUTAS|2018|1|1.451534316375|133527|2018-1
ALBARICOQUE|FRUTAS|2018|2|1.4357142857142857|135549|2018-2
ALBARICOQUE|FRUTAS|2018|3|1.395|165114|2018-3
ALBARICOQUE|FRUTAS|2018|4|2.1502923977368424|408587|2018-4
ALBARICOQUE|FRUTAS|2018|5|1.9225102005686274|7465603|2018-5
ALBARICOQUE|FRUTAS|2018|6|1.2866979127|7551330|2018-6
ALBARICOQUE|FRUTAS|2018|7|1.1656846732826087|2951092|2018-7
ALBARICOQUE|FRUTAS|2018|8|1.2142973856|631479|2018-8
ALBARICOQUE|FRUTAS|2018|9|1.2074276742666668|187999|2018-9
ALBARICOQUE|FRUTAS|2018|10|1.5873547567777777|94489|2018-10
ALBARICOQUE|FRUTAS|2018|11|1.6|89345|2018-11
ALBARICOQUE|FRUTAS|2018|12|1.6|104123|2018-12
ALBARICOQUE|FRUTAS|2019|1|2.1698412698333334|128138|2019-1
ALBARICOQUE|FRUTAS|2019|2|1.5|129287|2019-2
ALBARICOQUE|FRUTAS|2019|3|1.5|138023|2019-3
ALBARICOQUE|FRUTAS|2019|4|2.0626302083125|641769|2019-4
ALBARICOQUE|FRUTAS|2019|5|1.2479862875862069|8455962|2019-5
ALBARICOQUE|FRUTAS|2019|6|1.202788492855263|6242755|2019-6
ALBARICOQUE|FRUTAS|2019|7|1.2864062057428571|2833296|2019-7
ALBARICOQUE|FRUTAS|2019|8|1.2888554720666667|617636|2019-8
ALBARICOQUE|FRUTAS|2019|9|1.2666666666666666|272599|2019-9
ALBARICOQUE|FRUTAS|2019|10|1.587142857125|131930|2019-10
ALBARICOQUE|FRUTAS|2019|11|1.882456140333333|89227|2019-11
ALBARICOQUE|FRUTAS|2019|12|2.4|119517|2019-12
ALBARICOQUE|FRUTAS|2020|1|2.4166666666666665|124306|2020-1
ALBARICOQUE|FRUTAS|2020|2|2.5|90987|2020-2
ALBARICOQUE|FRUTAS|2020|3|2.5|152864|2020-3
ALBARICOQUE|FRUTAS|2020|4|2.56351190475|1365181|2020-4
ALBARICOQUE|FRUTAS|2020|5|1.8189611597727273|6976929|2020-5
ALBARICOQUE|FRUTAS|2020|6|1.7768992976279068|5670124|2020-6
ALBARICOQUE|FRUTAS|2020|7|1.431387793469388|3118528|2020-7
ALBARICOQUE|FRUTAS|2020|8|1.8593071382916666|679080|2020-8
ALBARICOQUE|FRUTAS|2020|9|1.8333333333333333|94162|2020-9
ALBARICOQUE|FRUTAS|2020|10|1.9|166180|2020-10
ALBARICOQUE|FRUTAS|2020|11|1.9|105493|2020-11
ALCACHOFA|HORTALIZAS|2018|1|1.4919262459999998|1446341|2018-1
ALCACHOFA|HORTALIZAS|2018|2|1.3892213977916665|1500667|2018-2
ALCACHOFA|HORTALIZAS|2018|3|1.2104940535|1743607|2018-3
ALCACHOFA|HORTALIZAS|2018|4|1.1574478116666667|1430637|2018-4
ALCACHOFA|HORTALIZAS|2018|5|1.027636512952381|827479|2018-5
ALCACHOFA|HORTALIZAS|2018|6|0.97068568075|457541|2018-6
ALCACHOFA|HORTALIZAS|2018|7|1.1651607915714286|206790|2018-7
ALCACHOFA|HORTALIZAS|2018|8|1.1184307359374999|180027|2018-8
ALCACHOFA|HORTALIZAS|2018|9|1.6074444444666665|146783|2018-9
ALCACHOFA|HORTALIZAS|2018|10|2.4402323560454544|204435|2018-10
ALCACHOFA|HORTALIZAS|2018|11|3.2606671175999997|405706|2018-11
ALCACHOFA|HORTALIZAS|2018|12|1.9159474079565215|1039809|2018-12
ALCACHOFA|HORTALIZAS|2019|1|1.701332478875|1725157|2019-1
ALCACHOFA|HORTALIZAS|2019|2|1.2668372854615386|1908907|2019-2
ALCACHOFA|HORTALIZAS|2019|3|1.1675702803170733|2167320|2019-3
ALCACHOFA|HORTALIZAS|2019|4|1.040275952131579|1541120|2019-4
ALCACHOFA|HORTALIZAS|2019|5|1.1446574571489363|998138|2019-5
ALCACHOFA|HORTALIZAS|2019|6|1.282142375131579|333639|2019-6
ALCACHOFA|HORTALIZAS|2019|7|1.3521710526315789|180459|2019-7
ALCACHOFA|HORTALIZAS|2019|8|1.75475183155|99160|2019-8
ALCACHOFA|HORTALIZAS|2019|9|2.7099689327727274|139532|2019-9
ALCACHOFA|HORTALIZAS|2019|10|2.622409316666667|356116|2019-10
ALCACHOFA|HORTALIZAS|2019|11|2.5259186820416666|539136|2019-11
ALCACHOFA|HORTALIZAS|2019|12|2.474377090923077|823766|2019-12
ALCACHOFA|HORTALIZAS|2020|1|2.2162108686666664|1540961|2020-1
ALCACHOFA|HORTALIZAS|2020|2|1.7076515151666667|2417874|2020-2
ALCACHOFA|HORTALIZAS|2020|3|1.3014593185909091|1669692|2020-3
ALCACHOFA|HORTALIZAS|2020|4|1.249138642148148|1135078|2020-4
ALCACHOFA|HORTALIZAS|2020|5|1.221962987404762|865589|2020-5
ALCACHOFA|HORTALIZAS|2020|6|1.8160161243809525|261521|2020-6
ALCACHOFA|HORTALIZAS|2020|7|2.1387037037333334|166298|2020-7
ALCACHOFA|HORTALIZAS|2020|8|3.0674603175|54045|2020-8
ALCACHOFA|HORTALIZAS|2020|9|3.326923076923077|114647|2020-9
ALCACHOFA|HORTALIZAS|2020|10|3.2379928895384613|229074|2020-10
ALCACHOFA|HORTALIZAS|2020|11|2.4845202051764703|608354|2020-11
APIO|HORTALIZAS|2018|1|1.1824755444651163|917360|2018-1
APIO|HORTALIZAS|2018|2|0.8068041507941176|709926|2018-2
APIO|HORTALIZAS|2018|3|0.6876882665714286|799346|2018-3
APIO|HORTALIZAS|2018|4|0.6662701555|881146|2018-4
APIO|HORTALIZAS|2018|5|0.7086735303928571|922734|2018-5
APIO|HORTALIZAS|2018|6|0.7451004301|502259|2018-6
APIO|HORTALIZAS|2018|7|0.7650444588125|389881|2018-7
APIO|HORTALIZAS|2018|8|0.76|407708|2018-8
APIO|HORTALIZAS|2018|9|0.7795677820540541|653303|2018-9
APIO|HORTALIZAS|2018|10|0.772788038|735423|2018-10
APIO|HORTALIZAS|2018|11|0.7967431916176471|729724|2018-11
APIO|HORTALIZAS|2018|12|0.80625|760828|2018-12
APIO|HORTALIZAS|2019|1|0.8060991612222222|748072|2019-1
APIO|HORTALIZAS|2019|2|0.8173910319210527|886372|2019-2
APIO|HORTALIZAS|2019|3|0.8451219512195122|874901|2019-3
APIO|HORTALIZAS|2019|4|0.7916856325833334|764538|2019-4
APIO|HORTALIZAS|2019|5|0.8054290249655173|983036|2019-5
APIO|HORTALIZAS|2019|6|0.9437878787272727|685084|2019-6
APIO|HORTALIZAS|2019|7|0.9286065621379309|515705|2019-7
APIO|HORTALIZAS|2019|8|0.9574206349|522236|2019-8
APIO|HORTALIZAS|2019|9|0.9419369502142856|866857|2019-9
APIO|HORTALIZAS|2019|10|0.8946111406666666|883334|2019-10
APIO|HORTALIZAS|2019|11|0.8609925454444444|879595|2019-11
APIO|HORTALIZAS|2019|12|0.8425|662318|2019-12
APIO|HORTALIZAS|2020|1|0.852959183642857|618803|2020-1
APIO|HORTALIZAS|2020|2|0.9163163265142856|544678|2020-2
APIO|HORTALIZAS|2020|3|0.8758620689655172|555264|2020-3
APIO|HORTALIZAS|2020|4|0.8943310657619047|608468|2020-4
APIO|HORTALIZAS|2020|5|0.8641203703333333|448969|2020-5
APIO|HORTALIZAS|2020|6|0.879861111125|446314|2020-6
APIO|HORTALIZAS|2020|7|0.86|459235|2020-7
APIO|HORTALIZAS|2020|8|0.95|455522|2020-8
APIO|HORTALIZAS|2020|9|0.8833333333333333|589840|2020-9
APIO|HORTALIZAS|2020|10|0.8229791257619048|634318|2020-10
APIO|HORTALIZAS|2020|11|0.7672073412499999|507623|2020-11
BATATA|HORTALIZAS|2018|1|0.7828088236|236728|2018-1
BATATA|HORTALIZAS|2018|2|0.8302592592|219705|2018-2
BATATA|HORTALIZAS|2018|3|0.8239215225|182733|2018-3
BATATA|HORTALIZAS|2018|4|0.72562987325|177165|2018-4
BATATA|HORTALIZAS|2018|5|0.7307692307692307|216639|2018-5
BATATA|HORTALIZAS|2018|6|0.8884615384615385|148251|2018-6
BATATA|HORTALIZAS|2018|7|0.8236238760909091|76783|2018-7
BATATA|HORTALIZAS|2018|8|0.6501893939166666|100736|2018-8
BATATA|HORTALIZAS|2018|9|0.687344771125|254621|2018-9
BATATA|HORTALIZAS|2018|10|0.718051298375|1193046|2018-10
BATATA|HORTALIZAS|2018|11|0.7926715827368421|609955|2018-11
BATATA|HORTALIZAS|2018|12|0.8|348719|2018-12
BATATA|HORTALIZAS|2019|1|0.8343750000000001|309763|2019-1
BATATA|HORTALIZAS|2019|2|0.8666666666666667|261935|2019-2
BATATA|HORTALIZAS|2019|3|0.9538461538461539|255746|2019-3
BATATA|HORTALIZAS|2019|4|1.0207686980526316|235876|2019-4
BATATA|HORTALIZAS|2019|5|1.425|295468|2019-5
BATATA|HORTALIZAS|2019|6|1.5138888888888888|113154|2019-6
BATATA|HORTALIZAS|2019|7|1.48|92389|2019-7
BATATA|HORTALIZAS|2019|8|1.4252662721538463|123345|2019-8
BATATA|HORTALIZAS|2019|9|1.3211195967272726|337311|2019-9
BATATA|HORTALIZAS|2019|10|0.9716645124000001|1358405|2019-10
BATATA|HORTALIZAS|2019|11|0.9737699535000001|692545|2019-11
BATATA|HORTALIZAS|2019|12|0.972738185|554940|2019-12
BATATA|HORTALIZAS|2020|1|0.859301607076923|327256|2020-1
BATATA|HORTALIZAS|2020|2|0.7875|270450|2020-2
BATATA|HORTALIZAS|2020|3|1.1118142968333333|348359|2020-3
BATATA|HORTALIZAS|2020|4|1.1045454545454545|240918|2020-4
BATATA|HORTALIZAS|2020|5|1.046031746|140899|2020-5
BATATA|HORTALIZAS|2020|6|1.1596740405|72186|2020-6
BATATA|HORTALIZAS|2020|7|1.2|105082|2020-7
BATATA|HORTALIZAS|2020|8|1.184768315|156243|2020-8
BATATA|HORTALIZAS|2020|9|1.0250000000000001|493914|2020-9
BATATA|HORTALIZAS|2020|10|1.0|1194823|2020-10
BATATA|HORTALIZAS|2020|11|1.0|775086|2020-11
BERENJENA|HORTALIZAS|2018|1|1.196670228|580225|2018-1
BERENJENA|HORTALIZAS|2018|2|1.19158617425|581235|2018-2
BERENJENA|HORTALIZAS|2018|3|0.848170635|522719|2018-3
BERENJENA|HORTALIZAS|2018|4|0.6757222221666667|545363|2018-4
BERENJENA|HORTALIZAS|2018|5|0.7993984962857142|654667|2018-5
BERENJENA|HORTALIZAS|2018|6|0.6158119658333333|462106|2018-6
BERENJENA|HORTALIZAS|2018|7|0.6423095666666667|441961|2018-7
BERENJENA|HORTALIZAS|2018|8|0.8279831932857142|462482|2018-8
BERENJENA|HORTALIZAS|2018|9|1.3487666666666667|465246|2018-9
BERENJENA|HORTALIZAS|2018|10|1.0832188109166667|551711|2018-10
BERENJENA|HORTALIZAS|2018|11|1.2040801282|453239|2018-11
BERENJENA|HORTALIZAS|2018|12|1.1582972582857143|455248|2018-12
BERENJENA|HORTALIZAS|2019|1|2.0299978632999998|545891|2019-1
BERENJENA|HORTALIZAS|2019|2|1.15133928575|523467|2019-2
BERENJENA|HORTALIZAS|2019|3|0.7040468054545455|708313|2019-3
BERENJENA|HORTALIZAS|2019|4|0.825138888888889|601279|2019-4
BERENJENA|HORTALIZAS|2019|5|0.9209090909000001|570334|2019-5
BERENJENA|HORTALIZAS|2019|6|0.7846324786666666|469362|2019-6
BERENJENA|HORTALIZAS|2019|7|1.0516122868888889|516840|2019-7
BERENJENA|HORTALIZAS|2019|8|1.087220679|414557|2019-8
BERENJENA|HORTALIZAS|2019|9|1.1051565735|438334|2019-9
BERENJENA|HORTALIZAS|2019|10|0.828445881|620407|2019-10
BERENJENA|HORTALIZAS|2019|11|0.9853436148|493071|2019-11
BERENJENA|HORTALIZAS|2019|12|0.9839492754|638724|2019-12
BERENJENA|HORTALIZAS|2020|1|1.6934248365555555|668014|2020-1
BERENJENA|HORTALIZAS|2020|2|1.3302380951666666|528824|2020-2
BERENJENA|HORTALIZAS|2020|3|0.9971538462|653051|2020-3
BERENJENA|HORTALIZAS|2020|4|1.1799095395|796829|2020-4
BERENJENA|HORTALIZAS|2020|5|1.030320910857143|603664|2020-5
BERENJENA|HORTALIZAS|2020|6|0.8601582941428572|600588|2020-6
BERENJENA|HORTALIZAS|2020|7|1.298218599|546894|2020-7
BERENJENA|HORTALIZAS|2020|8|1.1984674757777778|410766|2020-8
BERENJENA|HORTALIZAS|2020|9|1.33185|530294|2020-9
BERENJENA|HORTALIZAS|2020|10|1.3792521368|690159|2020-10
BERENJENA|HORTALIZAS|2020|11|0.7396144017142857|671472|2020-11
