YEAR|MONTH|product|Volumen|Valor (miles de €)|Precio medio kg|Consumo per capita|Gasto per capita
2018|3|CEBOLLAS|27461.4|29958.02|1.09|0.6|0.66
2018|3|AJOS|2990.09|12276.59|4.11|0.07|0.27
2018|3|COLES|6138.42|6880.82|1.12|0.13|0.15
2018|3|PEPINOS|5054.0|7647.83|1.51|0.11|0.17
2018|3|JUDIAS VERDES|6803.28|20165.26|2.96|0.15|0.44
2018|3|PIMIENTOS|18018.29|33961.77|1.88|0.39|0.74
2018|3|CHAMPIÑONES|5590.33|20580.48|3.68|0.12|0.45
2018|3|LECHUGAS|12502.88|35947.81|2.88|0.27|0.79
2018|3|ESPARRAGOS|2965.76|6966.56|2.35|0.06|0.15
2018|3|VERDURAS DE HOJA|6189.65|14269.36|2.31|0.14|0.31
2018|3|BERENJENAS|5685.23|8813.36|1.55|0.12|0.19
2018|3|ZANAHORIAS|13025.84|11492.76|0.88|0.29|0.25
2018|3|CALABACINES|15030.79|20858.94|1.39|0.33|0.46
2018|3|OTR.HORTALIZAS/VERD.|50959.62|102052.5|2.0|1.12|2.24
2018|3|BROCOLI|5693.99|9177.42|1.61|0.12|0.2
2018|3|ALCACHOFAS|12808.06|19522.56|1.52|0.28|0.43
2018|3|VERD./HORT. IV GAMA|25511.08|66958.77|2.62|0.56|1.47
2018|3|T.FRUTAS FRESCAS|323953.56|515564.86|1.59|7.1|11.3
2018|3|NARANJAS|97836.07|92153.76|0.94|2.14|2.02
2018|3|MANDARINAS|26847.89|45930.9|1.71|0.59|1.01
2018|3|LIMONES|9016.69|13863.91|1.54|0.2|0.3
2018|3|PLATANOS|52610.8|78924.6|1.5|1.15|1.73
2018|3|MANZANAS|44012.83|65063.12|1.48|0.96|1.43
2018|3|PERAS|23735.3|35569.06|1.5|0.52|0.78
2018|3|MELOCOTONES|206.52|412.55|2.0|0.0|0.01
2018|3|NECTARINAS|410.47|869.49|2.12|0.01|0.02
2018|3|ALBARICOQUES|135.18|215.65|1.6|0.0|0.0
2018|3|FRESONES|24636.69|72994.2|2.96|0.54|1.6
2018|3|MELONES|6721.64|10366.26|1.54|0.15|0.23
2018|3|SANDIAS|2002.88|3676.57|1.84|0.04|0.08
2018|3|CIRUELAS|1396.01|4310.88|3.09|0.03|0.09
2018|3|CEREZAS|176.27|559.05|3.17|0.0|0.01
2018|3|UVAS|2654.99|9755.88|3.67|0.06|0.21
2018|3|KIWI|10792.71|29180.52|2.7|0.24|0.64
2018|3|AGUACATE|4471.08|16051.25|3.59|0.1|0.35
2018|3|PIÑAS|7434.82|11612.44|1.56|0.16|0.25
2018|3|OTRAS FRUTAS FRESCAS|8854.73|24054.77|2.72|0.19|0.53
2018|3|POMELO|1539.83|2734.97|1.78|0.03|0.06
2018|3|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|3|FRUTAS IV GAMA|16980.36|29997.89|1.77|0.37|0.66
2018|4|TOTAL PATATAS|107954.27|88040.23|0.82|2.37|1.93
2018|4|PATATAS FRESCAS|79187.59|56951.68|0.72|1.74|1.25
2018|4|PATATAS CONGELADAS|3746.78|4783.78|1.28|0.08|0.1
2018|4|PATATAS PROCESADAS|5003.98|26304.77|5.26|0.11|0.58
2018|4|T.HORTALIZAS FRESCAS|229968.6|403938.46|1.76|5.04|8.85
2018|4|TOMATES|45536.21|75309.32|1.65|1.0|1.65
2018|4|CEBOLLAS|26667.55|29996.3|1.12|0.58|0.66
2018|4|AJOS|2771.72|11574.22|4.18|0.06|0.25
2018|4|COLES|5389.82|5624.53|1.04|0.12|0.12
2018|4|PEPINOS|6665.06|8878.95|1.33|0.15|0.19
2018|4|JUDIAS VERDES|7945.56|20096.8|2.53|0.17|0.44
2018|4|PIMIENTOS|19474.38|32862.62|1.69|0.43|0.72
2018|4|CHAMPIÑONES|5401.64|19538.56|3.62|0.12|0.43
2018|4|LECHUGAS|13127.8|36274.3|2.76|0.29|0.79
2018|4|ESPARRAGOS|5380.82|13227.98|2.46|0.12|0.29
2018|4|VERDURAS DE HOJA|6326.53|13584.64|2.15|0.14|0.3
2018|4|BERENJENAS|6088.64|8272.12|1.36|0.13|0.18
2018|4|ZANAHORIAS|13173.98|12264.17|0.93|0.29|0.27
2018|4|CALABACINES|16335.34|20966.27|1.28|0.36|0.46
2018|4|OTR.HORTALIZAS/VERD.|49683.54|95467.67|1.92|1.09|2.09
2018|4|BROCOLI|5245.43|7999.01|1.52|0.11|0.18
2018|4|ALCACHOFAS|12990.27|16037.92|1.23|0.28|0.35
2018|4|VERD./HORT. IV GAMA|27306.67|69124.85|2.53|0.6|1.51
2018|4|T.FRUTAS FRESCAS|328838.75|529178.36|1.61|7.21|11.6
2018|4|NARANJAS|94388.69|91100.19|0.97|2.07|2.0
2018|4|MANDARINAS|20084.89|34236.9|1.7|0.44|0.75
2018|4|LIMONES|8709.46|13486.06|1.55|0.19|0.3
2018|4|PLATANOS|52679.79|80862.43|1.53|1.15|1.77
2018|4|MANZANAS|43615.94|66873.92|1.53|0.96|1.47
2018|4|PERAS|23511.94|36771.84|1.56|0.52|0.81
2018|4|MELOCOTONES|241.97|398.06|1.65|0.01|0.01
2018|4|NECTARINAS|679.38|1391.75|2.05|0.01|0.03
2018|4|ALBARICOQUES|232.93|640.69|2.75|0.01|0.01
2018|4|FRESONES|35330.17|81728.14|2.31|0.77|1.79
2018|4|MELONES|7250.64|13315.29|1.84|0.16|0.29
2018|4|SANDIAS|6149.65|10451.85|1.7|0.13|0.23
2018|4|CIRUELAS|1481.14|4485.6|3.03|0.03|0.1
2018|4|CEREZAS|49.58|159.05|3.21|0.0|0.0
2018|4|UVAS|2254.11|8438.45|3.74|0.05|0.18
2018|4|KIWI|11191.36|30706.13|2.74|0.25|0.67
2018|4|AGUACATE|4705.31|16378.71|3.48|0.1|0.36
2018|4|PIÑAS|7249.12|11934.19|1.65|0.16|0.26
2018|4|OTRAS FRUTAS FRESCAS|9032.68|25819.1|2.86|0.2|0.57
2018|4|POMELO|1486.16|2655.04|1.79|0.03|0.06
2018|4|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|4|FRUTAS IV GAMA|17838.57|31047.15|1.74|0.39|0.68
2018|5|TOTAL PATATAS|105696.43|89499.68|0.85|2.32|1.96
2018|5|PATATAS FRESCAS|76637.66|57617.24|0.75|1.68|1.26
2018|5|PATATAS CONGELADAS|3793.46|4746.93|1.25|0.08|0.1
2018|5|PATATAS PROCESADAS|5053.06|27135.51|5.37|0.11|0.59
2018|5|T.HORTALIZAS FRESCAS|227602.54|402871.85|1.77|4.99|8.83
2018|5|TOMATES|51320.23|82010.22|1.6|1.12|1.8
2018|5|CEBOLLAS|28258.86|30900.85|1.09|0.62|0.68
2018|5|AJOS|2681.02|10867.64|4.05|0.06|0.24
2018|5|COLES|4368.89|4431.69|1.01|0.1|0.1
2018|5|PEPINOS|8343.94|11694.47|1.4|0.18|0.26
2018|5|JUDIAS VERDES|8016.48|21366.07|2.67|0.18|0.47
2018|5|PIMIENTOS|17829.06|31846.18|1.79|0.39|0.7
2018|5|CHAMPIÑONES|5405.12|19359.97|3.58|0.12|0.42
2018|5|LECHUGAS|13630.56|38973.26|2.86|0.3|0.85
2018|5|ESPARRAGOS|7314.16|16039.44|2.19|0.16|0.35
2018|5|VERDURAS DE HOJA|4910.72|11405.82|2.32|0.11|0.25
2018|5|BERENJENAS|5410.98|7672.6|1.42|0.12|0.17
2018|5|ZANAHORIAS|12731.3|11844.43|0.93|0.28|0.26
2018|5|CALABACINES|14791.32|19368.93|1.31|0.32|0.42
2018|5|OTR.HORTALIZAS/VERD.|42589.9|85090.29|2.0|0.93|1.86
2018|5|BROCOLI|5504.52|7960.12|1.45|0.12|0.17
2018|5|ALCACHOFAS|7953.91|10825.99|1.36|0.17|0.24
2018|5|VERD./HORT. IV GAMA|27404.89|70165.72|2.56|0.6|1.54
2018|5|T.FRUTAS FRESCAS|352281.86|584041.18|1.66|7.72|12.8
2018|5|NARANJAS|87076.13|86327.37|0.99|1.91|1.89
2018|5|MANDARINAS|12632.42|21259.18|1.68|0.28|0.47
2018|5|LIMONES|8774.36|15573.6|1.77|0.19|0.34
2018|5|PLATANOS|51580.7|80808.44|1.57|1.13|1.77
2018|5|MANZANAS|39988.74|64250.72|1.61|0.88|1.41
2018|5|PERAS|20258.93|32811.3|1.62|0.44|0.72
2018|5|MELOCOTONES|4224.78|9014.73|2.13|0.09|0.2
2018|5|NECTARINAS|5028.93|9469.32|1.88|0.11|0.21
2018|5|ALBARICOQUES|8939.49|19611.37|2.19|0.2|0.43
2018|5|FRESONES|24724.77|57487.56|2.33|0.54|1.26
2018|5|MELONES|12411.87|20093.7|1.62|0.27|0.44
2018|5|SANDIAS|28116.87|36953.55|1.31|0.62|0.81
2018|5|CIRUELAS|1499.02|3981.04|2.66|0.03|0.09
2018|5|CEREZAS|4434.61|17298.27|3.9|0.1|0.38
2018|5|UVAS|2356.5|8242.78|3.5|0.05|0.18
2018|5|KIWI|10863.14|30477.81|2.81|0.24|0.67
2018|5|AGUACATE|5185.62|17126.16|3.3|0.11|0.38
2018|5|PIÑAS|8649.92|12936.01|1.5|0.19|0.28
2018|5|OTRAS FRUTAS FRESCAS|15535.06|40318.28|2.6|0.34|0.88
2018|5|POMELO|1527.19|2473.88|1.62|0.03|0.05
2018|5|CHIRIMOYAS|1.09|4.84|4.45|0.0|0.0
2018|5|FRUTAS IV GAMA|17743.28|31965.62|1.8|0.39|0.7
2018|6|TOTAL PATATAS|106137.65|95113.32|0.9|2.33|2.08
2018|6|PATATAS FRESCAS|76023.55|61917.07|0.81|1.67|1.36
2018|6|PATATAS CONGELADAS|3678.14|4637.48|1.26|0.08|0.1
2018|6|PATATAS PROCESADAS|5287.19|28558.77|5.4|0.12|0.63
2018|6|T.HORTALIZAS FRESCAS|219838.33|380514.0|1.73|4.82|8.34
2018|6|TOMATES|59438.64|85444.33|1.44|1.3|1.87
2018|6|CEBOLLAS|26524.09|30290.11|1.14|0.58|0.66
2018|6|AJOS|3355.8|13228.89|3.94|0.07|0.29
2018|6|COLES|3677.4|3820.3|1.04|0.08|0.08
2018|6|PEPINOS|12144.89|13947.11|1.15|0.27|0.31
2018|6|JUDIAS VERDES|7251.62|18942.72|2.61|0.16|0.42
2018|6|PIMIENTOS|16830.14|33243.38|1.98|0.37|0.73
2018|6|CHAMPIÑONES|4651.72|16819.67|3.62|0.1|0.37
2018|6|LECHUGAS|14582.46|41837.32|2.87|0.32|0.92
2018|6|ESPARRAGOS|4391.47|8453.56|1.92|0.1|0.19
2018|6|VERDURAS DE HOJA|3971.6|10046.18|2.53|0.09|0.22
2018|6|BERENJENAS|5792.23|7494.17|1.29|0.13|0.16
2018|6|ZANAHORIAS|11178.28|10767.24|0.96|0.24|0.24
2018|6|CALABACINES|15669.72|18105.47|1.16|0.34|0.4
2018|6|OTR.HORTALIZAS/VERD.|30378.28|68073.55|2.24|0.67|1.49
2018|6|BROCOLI|4049.27|6303.27|1.56|0.09|0.14
2018|6|ALCACHOFAS|2915.53|5083.8|1.74|0.06|0.11
2018|6|VERD./HORT. IV GAMA|27336.1|69680.0|2.55|0.6|1.53
2018|6|T.FRUTAS FRESCAS|392425.29|636499.88|1.62|8.6|13.95
2018|6|NARANJAS|60657.43|62105.51|1.02|1.33|1.36
2018|6|MANDARINAS|3503.18|5503.12|1.57|0.08|0.12
2018|6|LIMONES|9540.56|18416.64|1.93|0.21|0.4
2018|6|PLATANOS|42611.11|71599.46|1.68|0.93|1.57
2018|6|MANZANAS|28131.23|49781.58|1.77|0.62|1.09
2018|6|PERAS|13379.43|22323.86|1.67|0.29|0.49
2018|6|MELOCOTONES|19817.35|35958.8|1.81|0.43|0.79
2018|6|NECTARINAS|12491.1|21392.25|1.71|0.27|0.47
2018|6|ALBARICOQUES|17365.34|32713.66|1.88|0.38|0.72
2018|6|FRESONES|6142.81|16971.72|2.76|0.13|0.37
2018|6|MELONES|40677.26|45755.94|1.12|0.89|1.0
2018|6|SANDIAS|69532.98|64545.87|0.93|1.52|1.41
2018|6|CIRUELAS|2626.76|5483.45|2.09|0.06|0.12
2018|6|CEREZAS|23388.19|75012.07|3.21|0.51|1.64
2018|6|UVAS|1786.66|5985.63|3.35|0.04|0.13
2018|6|KIWI|9604.45|30194.17|3.14|0.21|0.66
2018|6|AGUACATE|4518.54|15965.2|3.53|0.1|0.35
2018|6|PIÑAS|7114.94|9643.89|1.36|0.16|0.21
2018|6|OTRAS FRUTAS FRESCAS|19535.98|47147.05|2.41|0.43|1.03
2018|6|POMELO|1286.45|2191.65|1.7|0.03|0.05
2018|6|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|6|FRUTAS IV GAMA|16625.01|28715.53|1.73|0.36|0.63
2018|7|TOTAL PATATAS|107767.93|99463.96|0.92|2.36|2.18
2018|7|PATATAS FRESCAS|77633.15|66562.4|0.86|1.7|1.46
2018|7|PATATAS CONGELADAS|3633.97|4378.59|1.2|0.08|0.1
2018|7|PATATAS PROCESADAS|5300.16|28522.97|5.38|0.12|0.63
2018|7|T.HORTALIZAS FRESCAS|224466.72|378657.19|1.69|4.92|8.3
2018|7|TOMATES|64821.56|92156.67|1.42|1.42|2.02
2018|7|CEBOLLAS|27568.97|30470.59|1.11|0.6|0.67
2018|7|AJOS|4246.59|14850.76|3.5|0.09|0.33
2018|7|COLES|3665.73|3748.13|1.02|0.08|0.08
2018|7|PEPINOS|14969.26|16439.85|1.1|0.33|0.36
2018|7|JUDIAS VERDES|9073.86|24421.79|2.69|0.2|0.54
2018|7|PIMIENTOS|20327.08|38667.8|1.9|0.45|0.85
2018|7|CHAMPIÑONES|3447.0|12310.83|3.57|0.08|0.27
2018|7|LECHUGAS|14679.17|40497.97|2.76|0.32|0.89
2018|7|ESPARRAGOS|1323.47|3472.81|2.62|0.03|0.08
2018|7|VERDURAS DE HOJA|3004.86|7546.14|2.51|0.07|0.17
2018|7|BERENJENAS|7538.51|10369.25|1.38|0.17|0.23
2018|7|ZANAHORIAS|11112.43|10593.76|0.95|0.24|0.23
2018|7|CALABACINES|15877.66|19672.96|1.24|0.35|0.43
2018|7|OTR.HORTALIZAS/VERD.|22810.57|53437.88|2.34|0.5|1.17
2018|7|BROCOLI|3668.21|5533.3|1.51|0.08|0.12
2018|7|ALCACHOFAS|1264.63|2627.85|2.08|0.03|0.06
2018|7|VERD./HORT. IV GAMA|26263.06|64706.08|2.46|0.58|1.42
2018|7|T.FRUTAS FRESCAS|407395.18|589757.57|1.45|8.93|12.92
2018|7|NARANJAS|36184.19|39464.2|1.09|0.79|0.86
2018|7|MANDARINAS|748.05|1225.68|1.64|0.02|0.03
2018|7|LIMONES|9885.05|20220.73|2.05|0.22|0.44
2018|7|PLATANOS|34972.86|58421.24|1.67|0.77|1.28
2018|7|MANZANAS|20574.59|37731.48|1.83|0.45|0.83
2018|7|PERAS|9588.03|16190.17|1.69|0.21|0.35
2018|7|MELOCOTONES|32083.95|51613.0|1.61|0.7|1.13
2018|7|NECTARINAS|21361.4|29788.41|1.39|0.47|0.65
2018|7|ALBARICOQUES|10280.86|19412.97|1.89|0.23|0.43
2018|7|FRESONES|1629.09|5384.99|3.31|0.04|0.12
2018|7|MELONES|65474.35|67436.62|1.03|1.43|1.48
2018|7|SANDIAS|91616.98|63591.36|0.69|2.01|1.39
2018|7|CIRUELAS|7361.34|13579.21|1.84|0.16|0.3
2018|7|CEREZAS|23445.63|66451.82|2.83|0.51|1.46
2018|7|UVAS|1897.68|5783.92|3.05|0.04|0.13
2018|7|KIWI|8592.3|27976.28|3.26|0.19|0.61
2018|7|AGUACATE|4683.91|15068.81|3.22|0.1|0.33
2018|7|PIÑAS|6145.11|8135.92|1.32|0.13|0.18
2018|7|OTRAS FRUTAS FRESCAS|20869.8|42280.75|2.03|0.46|0.93
2018|7|POMELO|1614.25|2767.67|1.71|0.04|0.06
2018|7|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|7|FRUTAS IV GAMA|18433.26|27881.77|1.51|0.4|0.61
2018|8|TOTAL PATATAS|100252.35|90625.66|0.9|2.2|1.99
2018|8|PATATAS FRESCAS|72059.79|59067.2|0.82|1.58|1.29
2018|8|PATATAS CONGELADAS|3623.89|4435.89|1.22|0.08|0.1
2018|8|PATATAS PROCESADAS|4913.73|27122.57|5.52|0.11|0.59
2018|8|T.HORTALIZAS FRESCAS|212940.55|361096.92|1.7|4.67|7.91
2018|8|TOMATES|67221.3|98794.43|1.47|1.47|2.16
2018|8|CEBOLLAS|27313.41|31784.37|1.16|0.6|0.7
2018|8|AJOS|2673.88|9511.16|3.56|0.06|0.21
2018|8|COLES|2700.61|2702.29|1.0|0.06|0.06
2018|8|PEPINOS|12025.73|13598.43|1.13|0.26|0.3
2018|8|JUDIAS VERDES|9181.17|22963.37|2.5|0.2|0.5
2018|8|PIMIENTOS|20986.78|37959.36|1.81|0.46|0.83
2018|8|CHAMPIÑONES|3078.67|11665.14|3.79|0.07|0.26
2018|8|LECHUGAS|12831.19|36593.72|2.85|0.28|0.8
2018|8|ESPARRAGOS|969.19|2699.64|2.79|0.02|0.06
2018|8|VERDURAS DE HOJA|2977.3|7699.27|2.59|0.07|0.17
2018|8|BERENJENAS|8627.6|11286.61|1.31|0.19|0.25
2018|8|ZANAHORIAS|10501.01|9772.34|0.93|0.23|0.21
2018|8|CALABACINES|13025.25|16446.19|1.26|0.29|0.36
2018|8|OTR.HORTALIZAS/VERD.|18827.46|47620.6|2.53|0.41|1.04
2018|8|BROCOLI|2215.04|3855.6|1.74|0.05|0.08
2018|8|ALCACHOFAS|555.63|1249.41|2.25|0.01|0.03
2018|8|VERD./HORT. IV GAMA|23386.66|58051.5|2.48|0.51|1.27
2018|8|T.FRUTAS FRESCAS|377138.76|522444.54|1.39|8.26|11.45
2018|8|NARANJAS|27808.13|33459.41|1.2|0.61|0.73
2018|8|MANDARINAS|740.07|1625.8|2.2|0.02|0.04
2018|8|LIMONES|8659.84|18718.55|2.16|0.19|0.41
2018|8|PLATANOS|30319.44|51258.95|1.69|0.66|1.12
2018|8|MANZANAS|18246.23|34912.94|1.91|0.4|0.77
2018|8|PERAS|13180.07|21767.59|1.65|0.29|0.48
2018|8|MELOCOTONES|33280.38|51831.81|1.56|0.73|1.14
2018|8|NECTARINAS|20465.76|29086.65|1.42|0.45|0.64
2018|8|ALBARICOQUES|2277.55|4662.6|2.05|0.05|0.1
2018|8|FRESONES|1109.93|4431.3|3.99|0.02|0.1
2018|8|MELONES|73007.98|67519.18|0.92|1.6|1.48
2018|8|SANDIAS|85835.25|56317.53|0.66|1.88|1.23
2018|8|CIRUELAS|12659.97|23661.55|1.87|0.28|0.52
2018|8|CEREZAS|7461.85|22786.25|3.05|0.16|0.5
2018|8|UVAS|6397.67|14694.51|2.3|0.14|0.32
2018|8|KIWI|8124.04|25872.53|3.18|0.18|0.57
2018|8|AGUACATE|4038.41|13591.41|3.37|0.09|0.3
2018|8|PIÑAS|3432.27|5430.23|1.58|0.08|0.12
2018|8|OTRAS FRUTAS FRESCAS|20093.93|40815.75|2.03|0.44|0.89
2018|8|POMELO|970.34|1832.69|1.89|0.02|0.04
2018|8|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|8|FRUTAS IV GAMA|17557.17|24785.28|1.41|0.38|0.54
2018|9|TOTAL PATATAS|107399.38|92536.28|0.86|2.35|2.03
2018|9|PATATAS FRESCAS|81335.02|63597.78|0.78|1.78|1.39
2018|9|PATATAS CONGELADAS|3202.79|3930.63|1.23|0.07|0.09
2018|9|PATATAS PROCESADAS|4572.31|25007.87|5.47|0.1|0.55
2018|9|T.HORTALIZAS FRESCAS|242615.08|444709.08|1.83|5.32|9.75
2018|9|TOMATES|69556.45|114326.6|1.64|1.52|2.51
2018|9|CEBOLLAS|30042.96|32882.0|1.09|0.66|0.72
2018|9|AJOS|4593.11|15782.97|3.44|0.1|0.35
2018|9|COLES|3627.39|4197.53|1.16|0.08|0.09
2018|9|PEPINOS|10972.52|13688.53|1.25|0.24|0.3
2018|9|JUDIAS VERDES|9675.9|30738.44|3.18|0.21|0.67
2018|9|PIMIENTOS|25495.0|45100.09|1.77|0.56|0.99
2018|9|CHAMPIÑONES|5109.5|25503.08|4.99|0.11|0.56
2018|9|LECHUGAS|13849.81|38716.22|2.8|0.3|0.85
2018|9|ESPARRAGOS|1513.65|3855.44|2.55|0.03|0.08
2018|9|VERDURAS DE HOJA|3831.34|9602.63|2.51|0.08|0.21
2018|9|BERENJENAS|7660.55|11685.53|1.53|0.17|0.26
