Year|Month_INICIO|Month_FIN|SECTOR|SUBSECTOR|PRODUCTO|PRECIO
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.7
2018|1|1||Hortícolas protegidos|JUDIA VERDE|2.1
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.56
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.09
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.07
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.4
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.78
2018|1|1||Hortícolas protegidos|JUDIA VERDE|4.1
2018|1|1||Hortícolas protegidos|JUDIA VERDE|2.55
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.89
2018|1|1||Hortícolas protegidos|JUDIA VERDE|4.08
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.88
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.61
2018|1|1||Hortícolas protegidos|JUDIA VERDE|2.89
2018|1|1||Hortícolas protegidos|JUDIA VERDE|4.01
2018|1|1||Hortícolas protegidos|JUDIA VERDE|4.76
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.77
2018|1|1||Hortícolas protegidos|JUDIA VERDE|1.4
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.34
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.45
2018|1|1||Hortícolas protegidos|JUDIA VERDE|1.26
2018|1|1||Hortícolas protegidos|JUDIA VERDE|3.09
2018|1|1||Hortícolas protegidos|JUDIA VERDE|0.44
2018|1|1||Hortícolas al aire libre|LECHUGA|1.1
2018|1|1||Hortícolas al aire libre|LECHUGA|1.06
2018|1|1||Hortícolas al aire libre|LECHUGA|1.0
2018|1|1||Hortícolas al aire libre|LECHUGA|1.26
2018|1|1||Citricos|LIMON|0.92
2018|1|1||Citricos|LIMON|0.95
2018|1|1||Citricos|LIMON|0.97
2018|1|1||Citricos|LIMON|1.04
2018|1|1||Citricos|MANDARINA|0.89
2018|1|1||Citricos|MANDARINA|0.91
2018|1|1||Citricos|MANDARINA|0.84
2018|1|1||Citricos|MANDARINA|0.85
2018|1|1||Frutales no cítricos|MANGO|1.75
2018|1|1||Frutales no cítricos|MANGO|1.81
2018|1|1||Frutales no cítricos|MANGO|1.75
2018|1|1||Frutales no cítricos|MANGO|1.77
2018|1|1||Hortícolas protegidos|MELON|1.14
2018|1|1||Hortícolas protegidos|MELON|1.12
2018|1|1||Hortícolas protegidos|MELON|1.14
2018|1|1||Hortícolas protegidos|MELON|1.07
2018|1|1||Citricos|NARANJA|0.78
2018|1|1||Citricos|NARANJA|0.87
2018|1|1||Citricos|NARANJA|0.76
2018|1|1||Citricos|NARANJA|0.83
2018|1|1||Hortícolas protegidos|PEPINO|1.55
2018|1|1||Hortícolas protegidos|PEPINO|0.59
2018|1|1||Hortícolas protegidos|PEPINO|0.41
2018|1|1||Hortícolas protegidos|PEPINO|0.13
2018|1|1||Hortícolas protegidos|PEPINO|0.68
2018|1|1||Hortícolas protegidos|PEPINO|0.53
2018|1|1||Hortícolas protegidos|PEPINO|0.8
2018|1|1||Hortícolas protegidos|PEPINO|0.71
2018|1|1||Hortícolas protegidos|PEPINO|0.53
2018|1|1||Hortícolas protegidos|PEPINO|0.62
2018|1|1||Hortícolas protegidos|PEPINO|0.23
2018|1|1||Hortícolas protegidos|PEPINO|0.81
2018|1|1||Hortícolas protegidos|PEPINO|0.41
2018|1|1||Hortícolas protegidos|PEPINO|0.47
2018|1|1||Hortícolas protegidos|PEPINO|0.16
2018|1|1||Hortícolas protegidos|PEPINO|0.45
2018|1|1||Hortícolas protegidos|PEPINO|0.23
2018|1|1||Hortícolas protegidos|PEPINO|0.18
2018|1|1||Hortícolas protegidos|PEPINO|0.24
2018|1|1||Hortícolas protegidos|PEPINO|1.4
2018|1|1||Hortícolas protegidos|PEPINO|0.15
2018|1|1||Hortícolas protegidos|PEPINO|0.79
2018|1|1||Hortícolas protegidos|PEPINO|0.38
2018|1|1||Hortícolas protegidos|PEPINO|0.21
2018|1|1||Hortícolas protegidos|PEPINO|1.07
2018|1|1||Hortícolas protegidos|PEPINO|0.91
2018|1|1||Hortícolas protegidos|PEPINO|0.7
2018|1|1||Hortícolas protegidos|PEPINO|0.85
2018|1|1||Hortícolas protegidos|PEPINO|0.29
2018|1|1||Hortícolas protegidos|PEPINO|0.9
2018|1|1||Hortícolas protegidos|PEPINO|0.76
2018|1|1||Hortícolas protegidos|PEPINO|0.51
2018|1|1||Hortícolas protegidos|PEPINO|0.85
2018|1|1||Hortícolas protegidos|PEPINO|1.46
2018|1|1||Hortícolas protegidos|PEPINO|0.2
2018|1|1||Hortícolas protegidos|PEPINO|1.05
2018|1|1||Hortícolas protegidos|PEPINO|1.14
2018|1|1||Hortícolas protegidos|PEPINO|0.25
2018|1|1||Hortícolas protegidos|PEPINO|0.65
2018|1|1||Hortícolas protegidos|PEPINO|0.92
2018|1|1||Hortícolas protegidos|PEPINO|0.92
2018|1|1||Hortícolas protegidos|PEPINO|0.52
2018|1|1||Hortícolas protegidos|PEPINO|1.04
2018|1|1||Hortícolas protegidos|PEPINO|0.82
2018|1|1||Hortícolas protegidos|PEPINO|0.33
2018|1|1||Hortícolas protegidos|PEPINO|0.98
2018|1|1||Hortícolas protegidos|PEPINO|0.81
2018|1|1||Hortícolas protegidos|PEPINO|1.66
2018|1|1||Hortícolas protegidos ecológicos|PEPINO (ECO)|1.16
2018|1|1||Hortícolas protegidos ecológicos|PEPINO (ECO)|1.13
2018|1|1||Hortícolas protegidos ecológicos|PEPINO (ECO)|1.52
2018|1|1||Hortícolas protegidos ecológicos|PEPINO (ECO)|1.32
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|1.97
2018|1|1||Hortícolas protegidos|PIMIENTO|0.32
2018|1|1||Hortícolas protegidos|PIMIENTO|1.83
2018|1|1||Hortícolas protegidos|PIMIENTO|0.52
2018|1|1||Hortícolas protegidos|PIMIENTO|0.19
2018|1|1||Hortícolas protegidos|PIMIENTO|0.51
2018|1|1||Hortícolas protegidos|PIMIENTO|0.79
2018|1|1||Hortícolas protegidos|PIMIENTO|0.72
2018|1|1||Hortícolas protegidos|PIMIENTO|1.12
2018|1|1||Hortícolas protegidos|PIMIENTO|1.07
2018|1|1||Hortícolas protegidos|PIMIENTO|0.24
2018|1|1||Hortícolas protegidos|PIMIENTO|0.95
2018|1|1||Hortícolas protegidos|PIMIENTO|0.34
2018|1|1||Hortícolas protegidos|PIMIENTO|0.77
2018|1|1||Hortícolas protegidos|PIMIENTO|0.79
2018|1|1||Hortícolas protegidos|PIMIENTO|0.74
2018|1|1||Hortícolas protegidos|PIMIENTO|1.04
2018|1|1||Hortícolas protegidos|PIMIENTO|0.79
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|1.2
2018|1|1||Hortícolas protegidos|PIMIENTO|0.39
2018|1|1||Hortícolas protegidos|PIMIENTO|0.81
2018|1|1||Hortícolas protegidos|PIMIENTO|0.86
2018|1|1||Hortícolas protegidos|PIMIENTO|0.34
2018|1|1||Hortícolas protegidos|PIMIENTO|0.81
2018|1|1||Hortícolas protegidos|PIMIENTO|1.01
2018|1|1||Hortícolas protegidos|PIMIENTO|0.29
2018|1|1||Hortícolas protegidos|PIMIENTO|0.94
2018|1|1||Hortícolas protegidos|PIMIENTO|0.72
2018|1|1||Hortícolas protegidos|PIMIENTO|0.89
2018|1|1||Hortícolas protegidos|PIMIENTO|1.27
2018|1|1||Hortícolas protegidos|PIMIENTO|0.32
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|0.26
2018|1|1||Hortícolas protegidos|PIMIENTO|1.11
2018|1|1||Hortícolas protegidos|PIMIENTO|1.66
2018|1|1||Hortícolas protegidos|PIMIENTO|0.46
2018|1|1||Hortícolas protegidos|PIMIENTO|1.37
2018|1|1||Hortícolas protegidos|PIMIENTO|1.38
2018|1|1||Hortícolas protegidos|PIMIENTO|1.46
2018|1|1||Hortícolas protegidos|PIMIENTO|1.31
2018|1|1||Hortícolas protegidos|PIMIENTO|0.62
2018|1|1||Hortícolas protegidos|PIMIENTO|0.92
2018|1|1||Hortícolas protegidos|PIMIENTO|0.41
2018|1|1||Hortícolas protegidos|PIMIENTO|0.95
2018|1|1||Hortícolas protegidos|PIMIENTO|0.5
2018|1|1||Hortícolas protegidos|PIMIENTO|1.48
2018|1|1||Hortícolas protegidos|PIMIENTO|1.4
2018|1|1||Hortícolas protegidos|PIMIENTO|0.78
2018|1|1||Hortícolas protegidos|PIMIENTO|0.95
2018|1|1||Hortícolas protegidos|PIMIENTO|0.38
2018|1|1||Hortícolas protegidos|PIMIENTO|0.97
2018|1|1||Hortícolas protegidos|PIMIENTO|1.38
2018|1|1||Hortícolas protegidos|PIMIENTO|1.01
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|0.56
2018|1|1||Hortícolas protegidos|PIMIENTO|0.23
2018|1|1||Hortícolas protegidos|PIMIENTO|0.51
2018|1|1||Hortícolas protegidos|PIMIENTO|1.98
2018|1|1||Hortícolas protegidos|PIMIENTO|1.68
2018|1|1||Hortícolas protegidos|PIMIENTO|0.51
2018|1|1||Hortícolas protegidos|PIMIENTO|1.5
2018|1|1||Hortícolas protegidos|PIMIENTO|1.48
2018|1|1||Hortícolas protegidos|PIMIENTO|0.42
2018|1|1||Hortícolas protegidos|PIMIENTO|0.9
2018|1|1||Hortícolas protegidos|PIMIENTO|0.42
2018|1|1||Hortícolas protegidos|PIMIENTO|1.44
2018|1|1||Hortícolas protegidos|PIMIENTO|0.17
2018|1|1||Hortícolas protegidos|PIMIENTO|0.95
2018|1|1||Hortícolas protegidos|PIMIENTO|0.65
2018|1|1||Hortícolas protegidos|PIMIENTO|0.3
2018|1|1||Hortícolas protegidos|PIMIENTO|0.7
2018|1|1||Hortícolas protegidos|PIMIENTO|1.92
2018|1|1||Hortícolas protegidos|PIMIENTO|0.33
2018|1|1||Hortícolas protegidos|PIMIENTO|0.78
2018|1|1||Hortícolas protegidos|PIMIENTO|0.73
2018|1|1||Hortícolas protegidos|PIMIENTO|0.9
2018|1|1||Hortícolas protegidos|PIMIENTO|1.18
2018|1|1||Hortícolas protegidos|PIMIENTO|0.32
2018|1|1||Hortícolas protegidos|PIMIENTO|0.34
2018|1|1||Hortícolas protegidos|PIMIENTO|0.69
2018|1|1||Hortícolas protegidos|PIMIENTO|0.3
2018|1|1||Hortícolas protegidos|PIMIENTO|0.32
2018|1|1||Hortícolas protegidos|PIMIENTO|1.1
2018|1|1||Hortícolas protegidos|PIMIENTO|0.26
2018|1|1||Hortícolas protegidos|PIMIENTO|0.85
2018|1|1||Hortícolas protegidos|PIMIENTO|0.69
2018|1|1||Hortícolas protegidos|PIMIENTO|0.94
2018|1|1||Hortícolas protegidos|PIMIENTO|0.65
2018|1|1||Hortícolas protegidos|PIMIENTO|0.88
2018|1|1||Hortícolas protegidos|PIMIENTO|0.32
2018|1|1||Hortícolas protegidos|PIMIENTO|2.02
2018|1|1||Hortícolas protegidos|PIMIENTO|0.3
2018|1|1||Hortícolas protegidos|PIMIENTO|1.86
2018|1|1||Hortícolas protegidos|PIMIENTO|0.6
2018|1|1||Hortícolas protegidos|PIMIENTO|0.24
2018|1|1||Hortícolas protegidos|PIMIENTO|0.57
2018|1|1||Hortícolas protegidos|PIMIENTO|0.98
2018|1|1||Hortícolas protegidos|PIMIENTO|0.4
2018|1|1||Hortícolas protegidos|PIMIENTO|0.88
2018|1|1||Hortícolas protegidos|PIMIENTO|0.74
2018|1|1||Hortícolas protegidos|PIMIENTO|0.31
2018|1|1||Hortícolas protegidos|PIMIENTO|0.35
2018|1|1||Hortícolas protegidos|PIMIENTO|0.37
2018|1|1||Hortícolas protegidos|PIMIENTO|0.79
2018|1|1||Hortícolas protegidos|PIMIENTO|2.15
2018|1|1||Hortícolas protegidos|PIMIENTO|0.36
2018|1|1||Hortícolas protegidos|PIMIENTO|1.88
2018|1|1||Hortícolas protegidos|PIMIENTO|0.3
2018|1|1||Hortícolas protegidos|PIMIENTO|0.83
2018|1|1||Hortícolas protegidos|PIMIENTO|0.55
2018|1|1||Hortícolas protegidos|PIMIENTO|1.4
2018|1|1||Hortícolas protegidos|PIMIENTO|1.39
2018|1|1||Hortícolas protegidos|PIMIENTO|0.44
2018|1|1||Hortícolas protegidos|PIMIENTO|1.28
2018|1|1||Hortícolas protegidos|PIMIENTO|1.55
2018|1|1||Hortícolas protegidos|PIMIENTO|1.06
2018|1|1||Hortícolas protegidos|PIMIENTO|0.81
2018|1|1||Hortícolas protegidos|PIMIENTO|0.39
2018|1|1||Hortícolas protegidos|PIMIENTO|0.91
2018|1|1||Hortícolas protegidos|PIMIENTO|0.67
2018|1|1||Hortícolas protegidos|PIMIENTO|0.84
2018|1|1||Hortícolas protegidos|PIMIENTO|0.25
2018|1|1||Hortícolas protegidos|PIMIENTO|1.13
2018|1|1||Hortícolas protegidos|PIMIENTO|0.54
2018|1|1||Hortícolas protegidos|PIMIENTO|0.24
2018|1|1||Hortícolas protegidos|PIMIENTO|0.6
2018|1|1||Hortícolas protegidos|PIMIENTO|0.31
2018|1|1||Hortícolas protegidos|PIMIENTO|0.31
2018|1|1||Hortícolas protegidos|PIMIENTO|0.7
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.53
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.51
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.49
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|0.97
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.35
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.45
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.11
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.59
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.53
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.45
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.39
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|0.97
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.39
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.54
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.67
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.45
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.37
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.14
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.54
2018|1|1||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.42
2018|1|1||Citricos|POMELO|1.05
2018|1|1||Citricos|POMELO|1.03
2018|1|1||Citricos|POMELO|1.01
2018|1|1||Citricos|POMELO|1.0
2018|1|1||Hortícolas protegidos|SANDIA|0.88
2018|1|1||Hortícolas protegidos|SANDIA|0.86
2018|1|1||Hortícolas protegidos|SANDIA|0.89
2018|1|1||Hortícolas protegidos|SANDIA|0.92
2018|1|1||Hortícolas protegidos|TOMATE|0.7
2018|1|1||Hortícolas protegidos|TOMATE|1.36
2018|1|1||Hortícolas protegidos|TOMATE|1.08
2018|1|1||Hortícolas protegidos|TOMATE|1.3
2018|1|1||Hortícolas protegidos|TOMATE|0.67
2018|1|1||Hortícolas protegidos|TOMATE|1.14
2018|1|1||Hortícolas protegidos|TOMATE|0.29
2018|1|1||Hortícolas protegidos|TOMATE|1.81
2018|1|1||Hortícolas protegidos|TOMATE|1.0
2018|1|1||Hortícolas protegidos|TOMATE|0.41
2018|1|1||Hortícolas protegidos|TOMATE|0.54
2018|1|1||Hortícolas protegidos|TOMATE|0.42
2018|1|1||Hortícolas protegidos|TOMATE|0.66
2018|1|1||Hortícolas protegidos|TOMATE|0.46
2018|1|1||Hortícolas protegidos|TOMATE|0.54
2018|1|1||Hortícolas protegidos|TOMATE|0.61
2018|1|1||Hortícolas protegidos|TOMATE|0.66
2018|1|1||Hortícolas protegidos|TOMATE|0.26
2018|1|1||Hortícolas protegidos|TOMATE|0.52
2018|1|1||Hortícolas protegidos|TOMATE|0.34
2018|1|1||Hortícolas protegidos|TOMATE|1.05
2018|1|1||Hortícolas protegidos|TOMATE|0.48
2018|1|1||Hortícolas protegidos|TOMATE|0.96
2018|1|1||Hortícolas protegidos|TOMATE|0.59
2018|1|1||Hortícolas protegidos|TOMATE|1.19
2018|1|1||Hortícolas protegidos|TOMATE|0.23
2018|1|1||Hortícolas protegidos|TOMATE|0.53
